wavelength_nm,reflectance
2140.0,0.303296
2141.0,0.303583
2142.0,0.303784
2143.0,0.303977
2144.0,0.304181
2145.0,0.304320
2146.0,0.304527
2147.0,0.304766
2148.0,0.304970
2149.0,0.305172
2150.0,0.305443
2151.0,0.305727
2152.0,0.305911
2153.0,0.306095
2154.0,0.306287
2155.0,0.306400
2156.0,0.306530
2157.0,0.306789
2158.0,0.307054
2159.0,0.307212
2160.0,0.307391
2161.0,0.307609
2162.0,0.307739
2163.0,0.307907
2164.0,0.308195
2165.0,0.308404
2166.0,0.308534
2167.0,0.308745
2168.0,0.308979
2169.0,0.309137
2170.0,0.309287
2171.0,0.309443
2172.0,0.309568
2173.0,0.309698
2174.0,0.309795
2175.0,0.309941
2176.0,0.310142
2177.0,0.310224
2178.0,0.310256
2179.0,0.310293
2180.0,0.310327
2181.0,0.310180
2182.0,0.310110
2183.0,0.310208
2184.0,0.310255
2185.0,0.310274
2186.0,0.310323
2187.0,0.310300
2188.0,0.310251
2189.0,0.310222
2190.0,0.310280
2191.0,0.310362
2192.0,0.310349
2193.0,0.310350
2194.0,0.310270
2195.0,0.310139
2196.0,0.310164
2197.0,0.310202
2198.0,0.310103
2199.0,0.310019
2200.0,0.309909
2201.0,0.309730
2202.0,0.309635
2203.0,0.309575
2204.0,0.309525
2205.0,0.309482
2206.0,0.309496
2207.0,0.309565
2208.0,0.309597
2209.0,0.309607
2210.0,0.309664
2211.0,0.309755
2212.0,0.309915
2213.0,0.310026
2214.0,0.309983
2215.0,0.309930
2216.0,0.309927
2217.0,0.309874
2218.0,0.309788
2219.0,0.309739
2220.0,0.309721
2221.0,0.309736
2222.0,0.309760
2223.0,0.309693
2224.0,0.309548
2225.0,0.309362
2226.0,0.309111
2227.0,0.308910
2228.0,0.308696
2229.0,0.308376
2230.0,0.308018
2231.0,0.307707
2232.0,0.307344
2233.0,0.306967
2234.0,0.306625
2235.0,0.306159
2236.0,0.305626
2237.0,0.305074
2238.0,0.304461
2239.0,0.303956
2240.0,0.303491
2241.0,0.303022
2242.0,0.302455
2243.0,0.301874
2244.0,0.301239
2245.0,0.300601
2246.0,0.300045
2247.0,0.299504
2248.0,0.298896
2249.0,0.298291
2250.0,0.297739
2251.0,0.297264
2252.0,0.296851
2253.0,0.296318
2254.0,0.295676
2255.0,0.295235
2256.0,0.294905
2257.0,0.294433
2258.0,0.294047
2259.0,0.293647
2260.0,0.293072
2261.0,0.292720
2262.0,0.292509
2263.0,0.292154
2264.0,0.291776
2265.0,0.291391
2266.0,0.290926
2267.0,0.290494
2268.0,0.290196
2269.0,0.289956
2270.0,0.289691
2271.0,0.289451
2272.0,0.289135
2273.0,0.288810
2274.0,0.288594
2275.0,0.288433
2276.0,0.288201
2277.0,0.287967
2278.0,0.287851
2279.0,0.287727
2280.0,0.287564
2281.0,0.287481
2282.0,0.287166
2283.0,0.286676
2284.0,0.286588
2285.0,0.286620
2286.0,0.286350
2287.0,0.286107
2288.0,0.285951
2289.0,0.285689
2290.0,0.285497
2291.0,0.285432
2292.0,0.285173
2293.0,0.284698
2294.0,0.284088
2295.0,0.283528
2296.0,0.283091
2297.0,0.282679
2298.0,0.282416
2299.0,0.282150
2300.0,0.281737
2301.0,0.281359
2302.0,0.280997
2303.0,0.280626
2304.0,0.280249
2305.0,0.279696
2306.0,0.279165
2307.0,0.278801
2308.0,0.278364
2309.0,0.277989
2310.0,0.277587
2311.0,0.277054
2312.0,0.276659
2313.0,0.276385
2314.0,0.276131
2315.0,0.275902
2316.0,0.275572
2317.0,0.275146
2318.0,0.274774
2319.0,0.274286
2320.0,0.273783
2321.0,0.273469
2322.0,0.273149
2323.0,0.272678
2324.0,0.272246
2325.0,0.272052
2326.0,0.271736
2327.0,0.271409
2328.0,0.271267
2329.0,0.270877
2330.0,0.270404
2331.0,0.270054
2332.0,0.269545
2333.0,0.268977
2334.0,0.268542
2335.0,0.268125
2336.0,0.267717
2337.0,0.267432
2338.0,0.267248
2339.0,0.267033
2340.0,0.266737
2341.0,0.266458
2342.0,0.265911
2343.0,0.265245
2344.0,0.265069
2345.0,0.264894
2346.0,0.264711
2347.0,0.264939
2348.0,0.264722
2349.0,0.264123
2350.0,0.263719
2351.0,0.263210
2352.0,0.262997
2353.0,0.263251
2354.0,0.263540
2355.0,0.263697
2356.0,0.263465
2357.0,0.263149
2358.0,0.263060
2359.0,0.262997
2360.0,0.263177
2361.0,0.263447
2362.0,0.263433
2363.0,0.263331
2364.0,0.262909
2365.0,0.262237
2366.0,0.261959
2367.0,0.261655
2368.0,0.261472
2369.0,0.261838
2370.0,0.261726
2371.0,0.261634
2372.0,0.261739
2373.0,0.261065
2374.0,0.260661
2375.0,0.260471
2376.0,0.259968
2377.0,0.259777
2378.0,0.259830
2379.0,0.259840
2380.0,0.259433
2381.0,0.258828
2382.0,0.258614
2383.0,0.258162
2384.0,0.257143
2385.0,0.256546
2386.0,0.255621
2387.0,0.254463
2388.0,0.254291
2389.0,0.254134
2390.0,0.253900
2391.0,0.253777
2392.0,0.254000
2393.0,0.254644
2394.0,0.255042
2395.0,0.255223
2396.0,0.255411
2397.0,0.255193
2398.0,0.254176
2399.0,0.253057
2400.0,0.251580
2401.0,0.250129
2402.0,0.249936
2403.0,0.250221
2404.0,0.250321
2405.0,0.250273
2406.0,0.249850
2407.0,0.249299
2408.0,0.248495
2409.0,0.247391
2410.0,0.246541
2411.0,0.245723
2412.0,0.245938
2413.0,0.246360
2414.0,0.244296
2415.0,0.241856
2416.0,0.240749
2417.0,0.239757
2418.0,0.240080
2419.0,0.241135
2420.0,0.240507
2421.0,0.239562
2422.0,0.238066
2423.0,0.236106
2424.0,0.235099
2425.0,0.234273
