wavelength_nm,reflectance
1188.0,0.361257
1189.0,0.361423
1190.0,0.361487
1191.0,0.361600
1192.0,0.361724
1193.0,0.361833
1194.0,0.361957
1195.0,0.362143
1196.0,0.362328
1197.0,0.362479
1198.0,0.362642
1199.0,0.362862
1200.0,0.363072
1201.0,0.363227
1202.0,0.363412
1203.0,0.363670
1204.0,0.363895
1205.0,0.364057
1206.0,0.364260
1207.0,0.364501
1208.0,0.364712
1209.0,0.364912
1210.0,0.365147
1211.0,0.365396
1212.0,0.365606
1213.0,0.365841
1214.0,0.366122
1215.0,0.366368
1216.0,0.366596
1217.0,0.366868
1218.0,0.367160
1219.0,0.367447
1220.0,0.367723
1221.0,0.368014
1222.0,0.368332
1223.0,0.368636
1224.0,0.368925
1225.0,0.369228
1226.0,0.369545
1227.0,0.369854
1228.0,0.370175
1229.0,0.370493
1230.0,0.370788
1231.0,0.371076
1232.0,0.371385
1233.0,0.371691
1234.0,0.371989
1235.0,0.372292
1236.0,0.372614
1237.0,0.372948
1238.0,0.373244
1239.0,0.373541
1240.0,0.373849
1241.0,0.374129
1242.0,0.374405
1243.0,0.374712
1244.0,0.375024
1245.0,0.375320
1246.0,0.375612
1247.0,0.375935
1248.0,0.376245
1249.0,0.376517
1250.0,0.376786
1251.0,0.377096
1252.0,0.377412
1253.0,0.377699
1254.0,0.377994
1255.0,0.378307
1256.0,0.378616
1257.0,0.378886
1258.0,0.379146
1259.0,0.379423
1260.0,0.379704
1261.0,0.379957
1262.0,0.380171
1263.0,0.380423
1264.0,0.380703
1265.0,0.380946
1266.0,0.381209
1267.0,0.381486
1268.0,0.381705
1269.0,0.381903
1270.0,0.382087
1271.0,0.382313
1272.0,0.382536
1273.0,0.382706
1274.0,0.382885
1275.0,0.383096
1276.0,0.383294
1277.0,0.383470
1278.0,0.383641
1279.0,0.383818
1280.0,0.384012
1281.0,0.384203
1282.0,0.384377
1283.0,0.384560
1284.0,0.384758
1285.0,0.384980
1286.0,0.385169
1287.0,0.385340
1288.0,0.385520
1289.0,0.385659
1290.0,0.385797
1291.0,0.385971
1292.0,0.386160
1293.0,0.386299
1294.0,0.386438
1295.0,0.386621
1296.0,0.386755
1297.0,0.386860
1298.0,0.386979
1299.0,0.387065
1300.0,0.387148
1301.0,0.387249
1302.0,0.387331
1303.0,0.387396
1304.0,0.387450
1305.0,0.387513
1306.0,0.387564
1307.0,0.387584
1308.0,0.387597
1309.0,0.387600
1310.0,0.387549
1311.0,0.387525
1312.0,0.387556
1313.0,0.387539
1314.0,0.387475
1315.0,0.387453
1316.0,0.387396
1317.0,0.387234
1318.0,0.387118
1319.0,0.387099
1320.0,0.387021
1321.0,0.386880
1322.0,0.386759
1323.0,0.386603
1324.0,0.386363
1325.0,0.386125
1326.0,0.385877
1327.0,0.385614
1328.0,0.385337
1329.0,0.385022
1330.0,0.384776
1331.0,0.384472
1332.0,0.384078
1333.0,0.383704
1334.0,0.383342
1335.0,0.383021
1336.0,0.382719
1337.0,0.382378
1338.0,0.382084
1339.0,0.381903
1340.0,0.381698
1341.0,0.381180
1342.0,0.380691
1343.0,0.380325
1344.0,0.379956
1345.0,0.379820
1346.0,0.379524
1347.0,0.378831
1348.0,0.378075
1349.0,0.377595
1350.0,0.376872
1450.0,0.298390
1451.0,0.298565
1452.0,0.299401
1453.0,0.300040
1454.0,0.300311
1455.0,0.300421
1456.0,0.300519
1457.0,0.300674
1458.0,0.301244
1459.0,0.301673
1460.0,0.301742
1461.0,0.301886
1462.0,0.302170
1463.0,0.302288
1464.0,0.302263
1465.0,0.302584
1466.0,0.303005
1467.0,0.303228
1468.0,0.303655
1469.0,0.304362
1470.0,0.304968
1471.0,0.305514
1472.0,0.306129
1473.0,0.306804
1474.0,0.307343
1475.0,0.307772
1476.0,0.308302
1477.0,0.308813
1478.0,0.309402
1479.0,0.310138
1480.0,0.310931
1481.0,0.311805
1482.0,0.312706
1483.0,0.313512
1484.0,0.314342
1485.0,0.315336
1486.0,0.316235
1487.0,0.316987
1488.0,0.317757
1489.0,0.318517
1490.0,0.319245
1491.0,0.319976
1492.0,0.320666
1493.0,0.321336
1494.0,0.321999
1495.0,0.322629
1496.0,0.323253
1497.0,0.323844
1498.0,0.324411
1499.0,0.324985
1500.0,0.325578
1501.0,0.326193
1502.0,0.326818
1503.0,0.327460
1504.0,0.328089
1505.0,0.328741
1506.0,0.329375
1507.0,0.329952
1508.0,0.330542
1509.0,0.331145
1510.0,0.331729
1511.0,0.332315
1512.0,0.332904
1513.0,0.333464
1514.0,0.334042
1515.0,0.334624
1516.0,0.335183
1517.0,0.335777
1518.0,0.336380
1519.0,0.336933
1520.0,0.337488
1521.0,0.338055
1522.0,0.338586
1523.0,0.339099
1524.0,0.339622
1525.0,0.340147
1526.0,0.340645
1527.0,0.341137
1528.0,0.341635
1529.0,0.342112
1530.0,0.342584
1531.0,0.343044
1532.0,0.343495
1533.0,0.343981
1534.0,0.344439
1535.0,0.344861
1536.0,0.345327
1537.0,0.345768
1538.0,0.346171
1539.0,0.346616
1540.0,0.347049
1541.0,0.347454
1542.0,0.347874
1543.0,0.348295
1544.0,0.348725
1545.0,0.349161
1546.0,0.349557
1547.0,0.349933
1548.0,0.350336
1549.0,0.350753
1550.0,0.351142
1551.0,0.351520
1552.0,0.351917
1553.0,0.352308
1554.0,0.352670
1555.0,0.353032
1556.0,0.353409
1557.0,0.353771
1558.0,0.354103
1559.0,0.354455
1560.0,0.354840
1561.0,0.355189
1562.0,0.355493
1563.0,0.355815
1564.0,0.356170
1565.0,0.356511
1566.0,0.356831
1567.0,0.357164
1568.0,0.357498
1569.0,0.357821
1570.0,0.358150
1571.0,0.358461
1572.0,0.358758
1573.0,0.359056
1574.0,0.359375
1575.0,0.359721
1576.0,0.360055
1577.0,0.360373
1578.0,0.360699
1579.0,0.361015
1580.0,0.361319
1581.0,0.361630
1582.0,0.361915
1583.0,0.362204
1584.0,0.362523
1585.0,0.362850
1586.0,0.363209
1587.0,0.363553
1588.0,0.363832
1589.0,0.364152
1590.0,0.364538
1591.0,0.364889
1592.0,0.365231
1593.0,0.365614
1594.0,0.365988
1595.0,0.366320
1596.0,0.366678
1597.0,0.367091
1598.0,0.367506
1599.0,0.367878
1600.0,0.368250
1601.0,0.368654
1602.0,0.369054
1603.0,0.369453
1604.0,0.369858
1605.0,0.370249
1606.0,0.370628
1607.0,0.370987
1608.0,0.371333
1609.0,0.371711
1610.0,0.372088
1611.0,0.372398
1612.0,0.372730
1613.0,0.373113
1614.0,0.373448
1615.0,0.373755
1616.0,0.374097
1617.0,0.374440
1618.0,0.374747
1619.0,0.375051
1620.0,0.375368
1621.0,0.375676
1622.0,0.375974
1623.0,0.376265
1624.0,0.376551
1625.0,0.376819
1626.0,0.377075
1627.0,0.377344
1628.0,0.377599
1629.0,0.377845
1630.0,0.378120
1631.0,0.378373
1632.0,0.378579
1633.0,0.378794
1634.0,0.379031
1635.0,0.379234
1636.0,0.379419
1637.0,0.379628
1638.0,0.379791
1639.0,0.379926
1640.0,0.380073
1641.0,0.380198
1642.0,0.380338
1643.0,0.380493
1644.0,0.380604
1645.0,0.380686
1646.0,0.380764
1647.0,0.380834
1648.0,0.380898
1649.0,0.380974
1650.0,0.380997
1651.0,0.380947
1652.0,0.380935
1653.0,0.380951
1654.0,0.380897
1655.0,0.380827
1656.0,0.380800
1657.0,0.380746
1658.0,0.380663
1659.0,0.380570
1660.0,0.380470
1661.0,0.380364
1662.0,0.380287
1663.0,0.380232
1664.0,0.380146
1665.0,0.380057
1666.0,0.379988
1667.0,0.379889
1668.0,0.379799
1669.0,0.379743
1670.0,0.379680
1671.0,0.379611
1672.0,0.379564
1673.0,0.379548
1674.0,0.379523
1675.0,0.379475
1676.0,0.379437
1677.0,0.379431
1678.0,0.379411
1679.0,0.379351
1680.0,0.379317
1681.0,0.379314
1682.0,0.379304
1683.0,0.379296
1684.0,0.379240
1685.0,0.379131
1686.0,0.379062
1687.0,0.379046
1688.0,0.379006
1689.0,0.378950
1690.0,0.378874
1691.0,0.378758
1692.0,0.378676
